symbol,date,close,volume,adj_close
000300,2024-04-23,99.61396436560089,7945010,99.82824967658533
000300,2024-04-24,99.78210025573564,13108956,99.8029200263101
000300,2024-04-25,99.982801962868,8247518,99.91228232239457
000300,2024-04-26,99.77430414386471,10184193,99.75454917455478
000300,2024-04-29,99.59713011325019,8201555,99.60749800300502
000300,2024-04-30,99.2198302822609,13865662,99.3235318899383
000300,2024-05-01,100.00953271685732,9099081,99.42975104421934
000300,2024-05-02,99.22158703837195,2377929,99.30911598890488
000300,2024-05-03,99.30990607450006,2871775,99.35812603955438
000300,2024-05-06,99.95556360250715,11516514,99.62833672017577
000300,2024-05-07,99.66932384671561,11831497,99.70878845697922
000300,2024-05-08,99.701495280595,10394176,99.49189839863267
000300,2024-05-09,99.40827428843428,2768335,99.75934973637206
000300,2024-05-10,99.16435311495,12813800,99.17504306936111
000300,2024-05-13,99.71170640407112,6130661,99.38491556712246
000300,2024-05-14,99.01273303768231,8368781,99.42807476093368
000300,2024-05-15,99.78028511898414,5476387,99.7393704853706
000300,2024-05-16,99.92310001035176,3539431,99.90023330143181
000300,2024-05-17,100.05476056966047,13399387,99.9583527261375
000300,2024-05-20,100.18084314715855,14756322,100.05624154716708
000300,2024-05-21,100.5399328843282,6146622,100.46508430386069
000300,2024-05-22,100.27632766011277,4926751,100.24237704730372
000300,2024-05-23,100.55278999518413,12494368,100.26055067253006
000300,2024-05-24,100.5590967075271,2575414,100.49491660905869
000300,2024-05-27,100.5737701399335,8550397,100.70894939068538
000300,2024-05-28,100.46520176987222,8423743,100.66429915667712
000300,2024-05-29,100.94900886400474,11211775,100.6598717746683
000300,2024-05-30,100.53009379209823,5092263,100.6752568629855
000300,2024-05-31,100.49934509747244,2490206,100.64229686703383
000300,2024-06-03,100.61458967228121,6114549,100.41942509510629
000300,2024-06-04,100.2228770230844,11777119,100.22317660512003
000300,2024-06-05,100.56078702369396,2948200,100.42613735732608
000300,2024-06-06,100.49058357079802,10778460,100.24614405091509
000300,2024-06-07,100.7497807812577,13848508,100.73233253501863
000300,2024-06-10,100.97584945540177,4277135,100.72660744942425
000300,2024-06-11,100.22066467066732,3816652,100.54852285543032
000300,2024-06-12,100.75470410169122,2843830,100.64559139532534
000300,2024-06-13,100.85273014476263,4938536,100.63726761415685
000300,2024-06-14,100.71992549081598,12653671,100.65809873256948
000300,2024-06-17,100.45864951302175,13015656,100.70705244148766
000300,2024-06-18,101.04010993476844,4184046,100.75922060324933
000300,2024-06-19,100.80003734932222,11779809,100.82385458798444
000300,2024-06-20,100.97748195792063,8247190,100.63103198421717
000300,2024-06-21,101.00026472053649,12594751,100.70107311853491
000300,2024-06-24,100.87332895826863,8643096,100.78403140216265
000300,2024-06-25,100.67026289418716,11628078,100.63547712503231
000300,2024-06-26,101.39544827603487,4002330,100.95177819141415
000300,2024-06-27,101.65866636723666,14042115,101.44402948589222
000300,2024-06-28,101.61006353910365,7136262,101.48189082648136
000300,2024-07-01,101.77501937036368,9543906,101.9486560876636
000300,2024-07-02,102.052777755134,8195026,101.97715346147935
000300,2024-07-03,102.39374135748018,14728543,102.15231802091809
000300,2024-07-04,102.19575611018001,8033414,102.15135218793918
000300,2024-07-05,101.7250634787873,11048215,102.06486567546537
000300,2024-07-08,101.90257283490894,2258265,101.7993668025339
000300,2024-07-09,101.56693025787332,2458373,101.74474559443067
000300,2024-07-10,101.33583716455622,6560037,101.4821036213484
000300,2024-07-11,101.68197700392619,14459003,101.60006563769659
000300,2024-07-12,101.83725287876275,4912977,101.96181078327236
000300,2024-07-15,102.0342082929186,8483583,101.81826426208949
000300,2024-07-16,101.91547367913611,14100072,102.03548262668878
000300,2024-07-17,102.32670434217529,7272803,102.02745616245417
000300,2024-07-18,102.25237254958822,7341185,101.98500826367317
000300,2024-07-19,102.38720535888477,11924423,102.56810682427981
000300,2024-07-22,102.10397976441132,12385403,102.26123026215438
000300,2024-07-23,102.01019322947444,10550077,102.37204364577144
000300,2024-07-24,102.21627741723645,14868444,102.34464411225885
000300,2024-07-25,102.04814419363642,13076827,102.29719560172173
000300,2024-07-26,102.77839620406158,5691625,102.6814238971685
000300,2024-07-29,102.69976181189,4375983,102.68493678488666
000300,2024-07-30,102.20217056506836,8598227,102.53858292283829
000300,2024-07-31,102.8115483079356,4558657,102.77948241088181
000300,2024-08-01,102.5123747099327,5078303,102.83107927112309
000300,2024-08-02,102.80486583850926,3988188,102.79286950945294
000300,2024-08-05,102.4295130974104,4250342,102.53362830032691
000300,2024-08-06,102.40597019248456,5805964,102.44470921159503
000300,2024-08-07,102.51414439419234,10500167,102.56086476821555
000300,2024-08-08,102.39481322637384,9504387,102.52047796459911
000300,2024-08-09,102.36040404924357,3141384,102.44145011456737
000300,2024-08-12,102.25530053796619,14393977,102.26986647533593
000300,2024-08-13,102.28828655018907,10026803,102.29872388313774
000300,2024-08-14,101.9540859838675,11686263,102.18540476394864
000300,2024-08-15,102.6910272452239,12538487,102.58284770712392
000300,2024-08-16,102.56956196829293,5777055,102.41673834139024
000300,2024-08-19,102.49081719793278,7719058,102.21615699094461
000300,2024-08-20,102.64099687708048,5252379,102.58152663469397
000300,2024-08-21,102.18072314509512,12259047,102.25391137721505
000300,2024-08-22,102.33051762930212,11264928,102.11147403804146
000300,2024-08-23,102.21225429985266,12021729,102.23569409010724
000300,2024-08-26,102.12140449271746,11104535,102.03757943016403
000300,2024-08-27,102.2926900677613,5966319,102.1956729461729
000300,2024-08-28,102.69901586383153,9530244,102.53466905075845
000300,2024-08-29,102.78798427896211,8850797,102.67947478569349
000300,2024-08-30,102.41933681825982,13471288,102.5945364226162
000300,2024-09-02,102.69317848410896,6526084,102.71328208013225
000300,2024-09-03,102.80870108057209,2882622,102.67388964604392
000300,2024-09-04,102.68073611214561,12640407,102.4934098672918
000300,2024-09-05,102.47373676708963,10148396,102.38546707378397
000300,2024-09-06,102.3572771322904,3513109,102.31176804831814
000300,2024-09-09,101.93194130366224,4601953,102.32188859682614
000300,2024-09-10,102.09821910839277,11904397,102.26931030440063
000300,2024-09-11,102.51512317970074,4286993,102.44967247826762
000300,2024-09-12,102.25212848577581,3754542,102.27369693685895
000300,2024-09-13,102.64894044494292,9062720,102.51341395613312
000300,2024-09-16,102.62702927324099,9246578,102.579103187919
000300,2024-09-17,102.58377948069491,14128024,102.37006052007294
000300,2024-09-18,102.00555859054403,12363561,102.2324001241517
000300,2024-09-19,102.54069522588722,12558175,102.43072692853228
000300,2024-09-20,102.28005137785019,12978138,102.39923400258742
000300,2024-09-23,102.92300624737707,6865347,102.68231344037547
000300,2024-09-24,102.80914224068763,10579097,102.71303609241028
000300,2024-09-25,103.01419815617733,10796914,103.08153996679191
000300,2024-09-26,103.7399297908429,12003190,103.53875817879813
000300,2024-09-27,103.61285203094525,2447268,103.47504126784557
000300,2024-09-30,103.91139792604558,6568643,103.89824626158313
000300,2024-10-01,103.52172484887384,3337567,103.9402405430809
000300,2024-10-02,103.92499839019764,9648320,104.18612451467246
000300,2024-10-03,104.3984476770965,6036194,104.2099046917954
000300,2024-10-04,103.68628015580433,12907614,103.78310326981402
000300,2024-10-07,103.74294822799341,4135454,103.75051605294492
000300,2024-10-08,104.0649056749948,8485134,104.12523869558157
000300,2024-10-09,104.26220063719153,14631392,104.37950978371042
000300,2024-10-10,104.54800486609366,3798281,104.53714586523017
000300,2024-10-11,104.64157951628977,4913429,104.45113849687944
000300,2024-10-14,103.72744233971663,9797270,103.9388076770695
000300,2024-10-15,104.11500560839032,7327036,103.94780599573372
000300,2024-10-16,104.66325147687155,14221394,104.26146012669007
000300,2024-10-17,104.58827846270049,4782293,104.52384975874685
000300,2024-10-18,104.77505045361349,9636347,104.88731255150176
000300,2024-10-21,105.18052689166744,12231605,105.07651124883377
000300,2024-10-22,105.69071167389764,14681428,105.39178733375248
000300,2024-10-23,105.23104672584837,9772713,105.398777330361
000300,2024-10-24,104.74484931288985,13407583,104.96666942927617
000300,2024-10-25,104.65584703875751,5883158,104.77872174305305
000300,2024-10-28,105.10040790993244,2467695,105.02950389669299
000300,2024-10-29,104.7267005610639,10144180,104.89229740312749
000300,2024-10-30,105.2309000919279,8228620,104.96888341357446
000300,2024-10-31,105.22872085821318,7631918,105.21842554635002
000300,2024-11-01,104.94540265059159,8990992,105.39765820779657
000300,2024-11-04,105.50466597134844,2130440,105.38067134794416
000300,2024-11-05,105.42594789686602,14605212,105.0937436543565
000300,2024-11-06,105.61816231820085,3105200,105.17047209590386
000300,2024-11-07,105.18803416330935,5954007,105.25543728425943
000300,2024-11-08,104.9591938528288,6756909,105.23990518546069
000300,2024-11-11,104.91189299066895,5105727,105.13756850475255
000300,2024-11-12,105.27461017889779,9887999,105.48943225420749
000300,2024-11-13,105.58655272494505,13028022,105.50665795764897
000300,2024-11-14,105.64329642719969,9924174,105.66909221448057
000300,2024-11-15,106.01756114374112,3994156,105.90593212347324
000300,2024-11-18,105.52500063039739,11587357,105.90545062259646
000300,2024-11-19,106.10950633253029,7426023,106.2778598450542
000300,2024-11-20,106.67930585515654,7250359,106.25263606619433
000300,2024-11-21,106.75697720572583,7920513,106.42431107078998
000300,2024-11-22,106.5765558261329,14788353,106.30958159754333
000300,2024-11-25,106.72967844102322,11953020,106.29742187187622
000300,2024-11-26,106.7619621691572,13856550,106.44120556378667
000300,2024-11-27,106.09704640016109,8041172,106.27269423390919
000300,2024-11-28,105.90202943907201,12700477,106.18058677274955
000300,2024-11-29,106.48347485394953,6357205,106.54016776306447
000300,2024-12-02,106.81846271129689,13790833,106.6790213206155
000300,2024-12-03,107.03356186052808,6472081,106.86866268190023
000300,2024-12-04,107.63872606490948,4945825,107.28619609080032
000300,2024-12-05,106.83690661678128,2677606,107.15408878662637
000300,2024-12-06,106.84566274778086,6757304,106.96773410254505
