symbol,date,close,volume,adj_close
AAPL,2024-04-23,100.35031366742021,6939927,100.01337203838156
AAPL,2024-04-24,99.59741116616979,9758914,100.07951626257585
AAPL,2024-04-25,100.02362157959128,8261201,100.20193779286444
AAPL,2024-04-26,100.00537837626817,10146063,99.97509872274128
AAPL,2024-04-29,99.71028899948416,5974712,100.11570409225328
AAPL,2024-04-30,100.0673846730709,3463863,100.03689411464036
AAPL,2024-05-01,100.47536349538366,4642363,100.25512096283487
AAPL,2024-05-02,100.37521969782013,2145085,100.46900236413177
AAPL,2024-05-03,100.12902993491507,8905531,100.3359698460929
AAPL,2024-05-06,100.23723462627645,5288605,100.37916283107778
AAPL,2024-05-07,100.07717277665523,8889582,100.22398894826563
AAPL,2024-05-08,100.02647544613065,3972731,100.19763265893735
AAPL,2024-05-09,100.45870912914785,7382777,100.30398122939015
AAPL,2024-05-10,100.80610369085495,13738605,100.70299020243066
AAPL,2024-05-13,101.22326686839746,10369979,101.08396823540163
AAPL,2024-05-14,101.5444911112894,4135978,101.20140105392036
AAPL,2024-05-15,101.36631590864488,11584108,101.12453446442953
AAPL,2024-05-16,101.39581111703568,9760193,101.26831811917765
AAPL,2024-05-17,101.17497327132286,7670430,101.20715430438042
AAPL,2024-05-20,101.1975573407704,11857893,101.4082076135165
AAPL,2024-05-21,101.26850716852869,11097920,101.47563944076651
AAPL,2024-05-22,101.7212462124382,13220494,101.53202960584544
AAPL,2024-05-23,102.00783875334955,3992037,101.94490346718067
AAPL,2024-05-24,102.31307915027666,10203546,102.10888733242108
AAPL,2024-05-27,101.99508249310328,5133663,102.26181293721812
AAPL,2024-05-28,102.84002040637068,3346701,102.48021883430425
AAPL,2024-05-29,102.74182697722132,2789143,102.57478493713796
AAPL,2024-05-30,102.67867320620371,11386620,102.684617920598
AAPL,2024-05-31,103.10110860206332,9394619,102.79297370481908
AAPL,2024-06-03,103.3066451831363,3615632,103.11295138566796
AAPL,2024-06-04,102.8930676024596,11837279,103.00229761837274
AAPL,2024-06-05,103.04305618449587,11246612,103.21617342890745
AAPL,2024-06-06,103.18469439036716,8857958,103.12910550900153
AAPL,2024-06-07,102.86313173558342,4714154,103.09499161356423
AAPL,2024-06-10,103.18137963280455,9060593,103.08801404647122
AAPL,2024-06-11,103.86799940559278,8851222,103.64758423303488
AAPL,2024-06-12,103.11971577240752,8415063,103.39244770462561
AAPL,2024-06-13,103.61583117176389,3039111,103.71834516510803
AAPL,2024-06-14,103.77382548292199,9180661,103.81851570339246
AAPL,2024-06-17,104.29799379921864,6563379,104.1154179859665
AAPL,2024-06-18,104.11874174239213,10806624,104.04920283680208
AAPL,2024-06-19,104.31072545523907,7599263,104.20009345780204
AAPL,2024-06-20,103.93767428990323,6647531,104.15006609498066
AAPL,2024-06-21,104.16214411237578,2623736,104.08676821194986
AAPL,2024-06-24,104.31924806398932,5509809,104.15506528832361
AAPL,2024-06-25,104.36284043355379,8578031,104.34693045864532
AAPL,2024-06-26,104.5921917416584,9018698,104.76263922622209
AAPL,2024-06-27,105.17208600630714,14800420,105.18168013258489
AAPL,2024-06-28,105.1395407261202,13115364,105.22442491043532
AAPL,2024-07-01,104.93773621408174,4827416,105.11674036129868
